prod_id,img_path
164,images/product-photos/nike/womens/court-legacy-lift/white-tomato/right.jpg
164,images/product-photos/nike/womens/court-legacy-lift/white-tomato/top.jpg
165,images/product-photos/nike/womens/downshifter-12/white-yellow/back.webp
165,images/product-photos/nike/womens/downshifter-12/white-yellow/left.webp
165,images/product-photos/nike/womens/downshifter-12/white-yellow/pair.webp
165,images/product-photos/nike/womens/downshifter-12/white-yellow/right.webp
165,images/product-photos/nike/womens/downshifter-12/white-yellow/top.webp
166,images/product-photos/nike/womens/mc-trainer-2/white-red/back.webp
166,images/product-photos/nike/womens/mc-trainer-2/white-red/left.webp
166,images/product-photos/nike/womens/mc-trainer-2/white-red/pair.webp
166,images/product-photos/nike/womens/mc-trainer-2/white-red/right.webp
166,images/product-photos/nike/womens/mc-trainer-2/white-red/top.jpg
167,images/product-photos/nike/womens/offcourt/black/back.webp
167,images/product-photos/nike/womens/offcourt/black/left.webp
167,images/product-photos/nike/womens/offcourt/black/pair.webp
167,images/product-photos/nike/womens/offcourt/black/right.webp
167,images/product-photos/nike/womens/offcourt/black/top.jpg
168,images/product-photos/nike/womens/offcourt/pink-black/back.webp
168,images/product-photos/nike/womens/offcourt/pink-black/left.webp
168,images/product-photos/nike/womens/offcourt/pink-black/pair.webp
168,images/product-photos/nike/womens/offcourt/pink-black/right.webp
168,images/product-photos/nike/womens/offcourt/pink-black/top.webp
169,images/product-photos/nike/womens/offcourt/smoke-salmon/back.jpg
169,images/product-photos/nike/womens/offcourt/smoke-salmon/left.webp
169,images/product-photos/nike/womens/offcourt/smoke-salmon/pair.webp
169,images/product-photos/nike/womens/offcourt/smoke-salmon/right.webp
169,images/product-photos/nike/womens/offcourt/smoke-salmon/top.jpg
170,images/product-photos/nike/womens/offcourt/white-black/back.webp
170,images/product-photos/nike/womens/offcourt/white-black/left.webp
170,images/product-photos/nike/womens/offcourt/white-black/pair.webp
170,images/product-photos/nike/womens/offcourt/white-black/right.webp
170,images/product-photos/nike/womens/offcourt/white-black/top.webp
171,images/product-photos/nike/womens/waffle-debut-retro/black-white/back.webp
171,images/product-photos/nike/womens/waffle-debut-retro/black-white/left.webp
